iter	RMSE
239	0.1537714921
240	0.1537654715
241	0.1537634371
242	0.1537534152
243	0.1537481227
244	0.1537400171
245	0.1537113347
246	0.1537024191
247	0.1536947374
248	0.1536905881
249	0.1536904705
250	0.153687783
251	0.1536801102
252	0.15365879
253	0.1536406178
254	0.1536289375
255	0.1536096023
256	0.1536091229
257	0.1535984634
258	0.1535963876
259	0.1535952778
260	0.153581833
261	0.1535757249
262	0.1535616175
263	0.1535598539
264	0.1535571609
265	0.1535571373
266	0.153554897
267	0.153546479
268	0.1535325046
269	0.1535106888
270	0.1534845644
271	0.1534779046
272	0.153470386
273	0.1534585146
274	0.1534450788
275	0.1534345828
276	0.1534088465
277	0.1533997778
278	0.153392935
279	0.1533832999
280	0.1533724604
281	0.1533683554
282	0.1533666231
283	0.1533629448
284	0.153340894
285	0.1533389203
286	0.1533165196
287	0.153313452
288	0.1532872634
289	0.1532842613
290	0.1532708735
291	0.1532496487
292	0.1532380915
293	0.1532219147
294	0.1532156814
295	0.1532044038
296	0.1531978637
297	0.1531874055
298	0.1531816621
299	0.1531609684
300	0.1531545102
301	0.153128685
302	0.1531087652
303	0.1531058492
304	0.1531043613
305	0.1530940757
306	0.1530788782
307	0.1530679978
308	0.153054394
309	0.1530527745
310	0.1530499602
311	0.1530401473
312	0.1530295202
313	0.1530269502
314	0.1530240895
315	0.1530126418
316	0.1530117847
317	0.1530098648
318	0.1530014307
319	0.1529879803
320	0.1529780799
321	0.1529676409
322	0.1529546328
323	0.1529326177
324	0.1529239041
325	0.1529177618
326	0.1529108041
327	0.1529081617
328	0.152905576
329	0.1528981954
330	0.1528795322
331	0.1528636227
332	0.1528616157
333	0.1528585742
334	0.1528583365
335	0.1528528445
336	0.1528504247
337	0.1528409494
338	0.1528385936
339	0.1528376694
340	0.1528374785
341	0.1528345264
342	0.1528329017
343	0.1528234131
344	0.1528232424
345	0.1528182117
346	0.1528138446
347	0.1528090043
348	0.1528055861
349	0.1528009248
350	0.1527766821
351	0.1527729538
352	0.1527708463
353	0.1527663321
354	0.1527619815
355	0.1527513349
356	0.1527364706
357	0.1527212056
358	0.1527092079
359	0.1526946569
360	0.1526737201
361	0.152664745
362	0.1526518356
363	0.1526298763
364	0.1526271951
365	0.1526216551
366	0.1526166445
367	0.1525930648
368	0.1525905742
369	0.1525819221
370	0.1525809865
371	0.1525775648
372	0.1525687608
373	0.1525547583
374	0.1525502029
375	0.1525298869
376	0.1525228918
377	0.152519721
378	0.1525144961
379	0.1524994992
380	0.1524990133
381	0.1524923783
382	0.1524887974
383	0.1524710185
384	0.1524675236
385	0.1524500448
386	0.1524341051
387	0.1524307978
388	0.1524182889
389	0.1524080634
390	0.152396569
391	0.1523958637
392	0.1523830833
393	0.1523631237
394	0.1523552002
395	0.1523467422
396	0.1523464816
397	0.1523422474
398	0.1523406271
399	0.1523357888
400	0.1523343384
401	0.1523306041
402	0.1523226875
403	0.1523174383
404	0.1523012519
405	0.1522817886
406	0.1522688802
407	0.1522459709
408	0.1522433395
409	0.1522383161
410	0.152235808
411	0.1522329407
412	0.1522178636
413	0.152217074
414	0.1521937752
415	0.1521732046
416	0.1521619654
417	0.1521557426
418	0.1521500551
419	0.1521477309
420	0.1521426402
421	0.1521281182
422	0.1521259484
423	0.1521202194
424	0.152117856
425	0.1521176506
426	0.1521122474
427	0.1521022102
428	0.1521016412
429	0.1521014036
430	0.1520942109
431	0.1520934884
432	0.1520878307
433	0.1520877111
434	0.1520850178
435	0.1520847276
436	0.1520745502
437	0.1520565266
438	0.1520543353
439	0.1520285821
440	0.1520083262
441	0.1519926937
442	0.1519901861
443	0.1519726196
444	0.1519711583
445	0.1519673154
446	0.1519512792
447	0.1519505219
448	0.1519340257
449	0.1519302349
450	0.1519206661
451	0.1519097569
452	0.1518877922
453	0.1518667837
454	0.151865484
455	0.1518642141
456	0.1518576551
457	0.1518538483
458	0.151847612
459	0.1518455818
460	0.1518368683
461	0.151825375
462	0.1518123889
463	0.1517909595
464	0.1517881559
465	0.1517730895
466	0.1517701818
467	0.1517677604
468	0.1517613783
469	0.1517521974
470	0.1517489248
471	0.1517339338
472	0.1517191191
473	0.1517090787
474	0.151698559
475	0.151696598
476	0.1516709911
477	0.151657715
478	0.151657669
479	0.151650532
480	0.1516372157
481	0.1516326264
482	0.1516165068
483	0.1516026853
484	0.1515795121
485	0.1515739382
486	0.1515738951
487	0.1515661082
488	0.1515516492
489	0.1515450807
490	0.1515355686
491	0.1515334401
492	0.1515268055
493	0.1515169521
494	0.1514993667
495	0.1514981226
496	0.1514949441
497	0.1514925165
498	0.1514903193
499	0.1514895904
500	0.1514787302
501	0.1514739314
502	0.151471803
503	0.151467282
504	0.1514654573
505	0.1514582879
506	0.1514551129
507	0.1514362492
508	0.1514337347
509	0.1514260816
510	0.1513873882
511	0.1513788035
512	0.151373044
513	0.1513688334
514	0.1513671558
515	0.1513641169
516	0.1513506289
517	0.1513432148
518	0.1513277027
519	0.1513258316
520	0.151321162
521	0.1513167929
522	0.1512992105
523	0.1512969274
524	0.1512869066
525	0.1512711793
526	0.1512606715
527	0.1512588868
528	0.1512510684
529	0.1512379609
530	0.1512263835
531	0.1512174969
532	0.1512095105
533	0.1512050454
534	0.1512012331
535	0.1511966609
536	0.1511940484
537	0.1511914774
538	0.1511747108
539	0.1511746398
540	0.1511626118
541	0.1511424215
542	0.1511291727
543	0.1511242595
544	0.1511197911
545	0.151102814
546	0.1510999453
547	0.1510769586
548	0.1510634995
549	0.151050204
550	0.1510376076
551	0.1510279115
552	0.1510104412
553	0.1510027166
554	0.1510019421
555	0.1509973288
556	0.1509830276
557	0.1509798262
558	0.1509678757
559	0.1509669886
560	0.1509595249
561	0.1509442289
562	0.1509411155
563	0.1509148751
564	0.1509013053
565	0.1508851377
566	0.1508824267
567	0.1508578675
568	0.1508425035
569	0.1508254262
570	0.1508140261
571	0.1508033247
572	0.1508023417
573	0.1507873004
574	0.1507820693
575	0.1507697393
576	0.150769064
577	0.1507670479
578	0.1507529102
579	0.1507509609
580	0.1507471827
581	0.1507340538
582	0.150730188
583	0.1507190312
584	0.1507090664
585	0.150707173
586	0.1507023796
587	0.1506984066
588	0.1506893089
589	0.1506871183
590	0.1506711895
591	0.1506580079
592	0.15065517
593	0.1506473864
594	0.1506342581
595	0.1506194325
596	0.1506171497
597	0.1506149929
598	0.1506119967
599	0.1505885698
600	0.1505825274
601	0.1505775085
602	0.1505663918
603	0.1505568141
604	0.1505420325
605	0.1505328302
606	0.1505183601
607	0.1505118905
608	0.1505100584
609	0.1504978584
610	0.1504920777
611	0.1504801129
612	0.1504774597
613	0.1504703148
614	0.1504684757
615	0.1504671618
616	0.1504623268
617	0.1504300312
618	0.150429672
619	0.1504270759
620	0.1504236619
621	0.1504130459
622	0.1504124216
623	0.1504047705
624	0.1503966256
625	0.1503667557
626	0.1503522161
627	0.1503497985
628	0.1503303322
629	0.1503291696
630	0.1503115477
631	0.1503073894
632	0.1503051298
633	0.1502923573
634	0.1502835582
635	0.1502754201
636	0.1502692915
637	0.1502553002
638	0.1502519629
639	0.1502447608
640	0.1502379373
641	0.1502289989
642	0.1502264922
643	0.150221134
644	0.1502048187
645	0.1501943321
646	0.1501922352
647	0.1501837283
648	0.1501692541
649	0.1501653912
650	0.1501647983
651	0.1501599053
652	0.1501552577
653	0.150153076
654	0.1501355643
655	0.1501148339
656	0.1501071395
657	0.1501025879
658	0.1500939218
659	0.1500918925
660	0.1500906529
661	0.1500789712
662	0.1500759555
663	0.1500674963
664	0.1500569348
665	0.1500511858
666	0.1500485246
667	0.1500452362
668	0.1500324051
669	0.1500170961
670	0.1500154603
671	0.1499968722
672	0.149975
673	0.1499453407
674	0.1499315722
675	0.1499301047
676	0.1499244914
677	0.1499214534
678	0.1499208441
679	0.1499193666
680	0.1499016234
681	0.1498995465
682	0.1498883362
683	0.149883962
684	0.1498727354
685	0.149870459
686	0.1498595853
687	0.1498507195
688	0.149841695
689	0.1498406835
690	0.149835802
691	0.1498327951
692	0.1498311844
693	0.1498179269
694	0.1498143246
695	0.149795952
696	0.1497878765
697	0.149773342
698	0.1497579072
699	0.1497452699
700	0.1497403886
701	0.1497323444
702	0.1497247932
703	0.1497104358
704	0.1497045052
705	0.1496988501
706	0.1496878991
707	0.1496850814
708	0.1496774171
709	0.1496738313
710	0.1496547574
711	0.1496540576
712	0.1496461749
713	0.1496409889
714	0.1496278953
715	0.1496251088
716	0.1496177889
717	0.1496133712
718	0.1496038597
719	0.1495909786
720	0.1495787423
721	0.1495745862
722	0.1495719424
723	0.1495665842
724	0.1495648633
725	0.1495605894
726	0.1495545941
727	0.149544673
728	0.1495421364
729	0.1495419734
730	0.1495295054
731	0.149528743
732	0.1495145066
733	0.1495029576
734	0.1495028155
735	0.1495006189
736	0.1494897991
737	0.1494811363
738	0.1494679211
739	0.149466361
740	0.1494606508
741	0.1494599835
742	0.149456704
743	0.1494560597
744	0.1494314656
745	0.1494228733
746	0.1494204253
747	0.1494153061
748	0.1494142188
749	0.1493880105
750	0.1493854807
751	0.1493845224
752	0.1493583135
753	0.1493460588
754	0.1493442279
755	0.1493412494
756	0.1493167574
757	0.1493163128
758	0.1493145558
759	0.149297872
760	0.1492899327
761	0.1492737023
762	0.1492563291
763	0.1492419568
764	0.1492418224
765	0.1492378826
766	0.1492272301
767	0.1492098366
768	0.1492079825
769	0.1492035708
770	0.1491995412
771	0.1491822618
772	0.1491596907
773	0.1491583147
774	0.1491556106
775	0.1491459097
776	0.14912723
777	0.1491218898
778	0.1491209363
779	0.1491098025
780	0.1490962989
781	0.1490842967
782	0.1490840552
783	0.1490807466
784	0.149063888
785	0.149046549
786	0.1490455566
787	0.1490381139
788	0.1490144255
789	0.149009769
790	0.1489956588
791	0.148982048
792	0.1489717717
793	0.1489701531
794	0.1489691946
795	0.1489445935
796	0.1489436944
797	0.1489383479
798	0.1489169449
799	0.1488895901
800	0.1488837429
801	0.1488642584
802	0.1488607869
803	0.1488582501
804	0.1488368707
805	0.1488230735
806	0.1488152682
807	0.1488104765
808	0.1488095533
809	0.1487996946
810	0.1487832289
811	0.148775836
812	0.1487612414
813	0.1487607982
814	0.1487595302
815	0.1487484844
816	0.1487467395
817	0.1487439497
818	0.1487427302
819	0.1487361038
820	0.1487184921
821	0.1487145244
822	0.1487132447
823	0.1487123992
824	0.14871197
825	0.1486935695
826	0.1486866727
827	0.1486849635
828	0.1486569612
829	0.1486543321
830	0.1486517875
831	0.1486481229
832	0.1486379627
833	0.1486366105
834	0.1486336027
835	0.1486028796
836	0.1485887402
837	0.1485784166
838	0.1485629027
839	0.1485515599
840	0.1485477834
841	0.1485467175
842	0.1485443109
843	0.1485346902
844	0.1485240368
845	0.1485162221
846	0.1485078453
847	0.1484805008
848	0.1484779567
849	0.1484721457
850	0.1484474276
851	0.1484446012
852	0.1484421311
853	0.1484315344
854	0.1484244987
855	0.1484148002
856	0.1484125384
857	0.1484097109
858	0.148383696
859	0.1483603095
860	0.1483531784
861	0.1483427874
862	0.1483394305
863	0.1483302091
864	0.1483235776
865	0.1483149757
866	0.1483124408
867	0.1483010235
868	0.1482826516
869	0.1482571723
870	0.1482548592
871	0.1482521106
872	0.1482499393
873	0.1482398714
874	0.1482253508
875	0.1482113575
876	0.1482102104
877	0.1482078424
878	0.1482057971
879	0.1482033622
880	0.1481895082
881	0.148170385
882	0.1481605717
883	0.1481504378
884	0.1481494862
885	0.148147013
886	0.1481325468
887	0.1481303447
888	0.1481291471
889	0.1481152902
890	0.1481132855
891	0.1481044852
892	0.1480936212
893	0.1480664123
894	0.1480646603
895	0.1480521557
896	0.1480509327
897	0.1480385676
898	0.1480369633
899	0.1480210296
900	0.1480184115
901	0.1480164914
902	0.1480043142
903	0.14800088
904	0.1479972392
905	0.1479874484
906	0.1479806943
907	0.1479769233
908	0.1479758136
909	0.1479658528
910	0.1479646264
911	0.1479636352
912	0.1479626539
913	0.1479519832
914	0.1479463619
915	0.1479385038
916	0.1479353406
917	0.1479335313
918	0.1479194704
919	0.1478967842
920	0.1478925679
921	0.1478911299
922	0.1478825284
923	0.1478816228
924	0.1478800019
925	0.1478687528
926	0.1478663413
927	0.1478645527
928	0.1478605661
929	0.1478561715
930	0.1478557783
931	0.1478457341
932	0.1478326258
933	0.1478213625
934	0.1478090814
935	0.1478013558
936	0.1477975452
937	0.147778066
938	0.1477710511
939	0.1477673745
940	0.1477538024
941	0.1477372264
942	0.1477289412
943	0.1477175304
944	0.1477115794
945	0.1477099006
946	0.147684951
947	0.1476834333
948	0.1476818544
949	0.1476759775
950	0.1476573963
951	0.1476561469
952	0.1476546629
953	0.1476532668
954	0.1476511158
955	0.1476493715
956	0.1476318732
957	0.1476201906
958	0.1476186968
959	0.1476173813
960	0.1476165382
961	0.1476108605
962	0.14760824
963	0.1475888635
964	0.1475845395
965	0.1475795061
966	0.147573581
967	0.1475693716
968	0.1475681361
969	0.1475648125
970	0.1475537834
971	0.1475522262
972	0.1475413833
973	0.1475365129
974	0.1475241215
975	0.1475094236
976	0.1475041442
977	0.1474905867
978	0.1474831771
979	0.147465894
980	0.1474611573
981	0.147458719
982	0.1474520313
983	0.1474509424
984	0.1474469251
985	0.1474432631
986	0.1474425016
987	0.1474391744
988	0.1474384568
989	0.1474314333
990	0.1474220403
991	0.1474070609
992	0.147385354
993	0.1473755003
994	0.1473727933
995	0.1473707318
996	0.1473646807
997	0.1473475816
998	0.1473456939
999	0.1473256337
